IDPLAYER,PLAYERNAME,FIRSTNAME,LASTNAME,TEAM,POS,ESPNID,ESPNNAME,THROWS
lincobr01,Brad Lincoln,Brad,Lincoln,N/A,P,29953,Brad Lincoln,R
lindbjo01,Josh Lindblom,Josh,Lindblom,N/A,P,30585,Josh Lindblom,R
lindsma01,Matt Lindstrom,Matt,Lindstrom,N/A,P,28682,Matt Lindstrom,R
liriafr01,Francisco Liriano,Francisco,Liriano,TOR,P,6211,Francisco Liriano,L
lobstky01,Kyle Lobstein,Kyle,Lobstein,MIA,P,31756,Kyle Lobstein,L
lockeje01,Jeff Locke,Jeff,Locke,MIA,P,31068,Jeff Locke,L
loeka01,Kameron Loe,Kameron,Loe,N/A,P,6136,Kameron Loe,R
loganbo02,Boone Logan,Boone,Logan,CLE,P,6486,Boone Logan,L
lohseky01,Kyle Lohse,Kyle,Lohse,N/A,P,4789,Kyle Lohse,R
lopezja02,Javier Lopez,Javier,Lopez,N/A,P,5388,Javier Lopez,L
lopezre01,Reynaldo Lopez,Reynaldo,Lopez,CHW,P,33860,Reynaldo Lopez,R
lopezwi01,Wilton Lopez,Wilton,Lopez,N/A,P,29278,Wilton Lopez,R
lorenmi01,Michael Lorenzen,Michael,Lorenzen,CIN,P,33252,Michael Lorenzen,R
loupaa01,Aaron Loup,Aaron,Loup,TOR,P,32397,Aaron Loup,L
lowede01,Derek Lowe,Derek,Lowe,N/A,P,,,R
lowema01,Mark Lowe,Mark,Lowe,DET,P,28511,Mark Lowe,R
luebkco01,Cory Luebke,Cory,Luebke,N/A,P,30580,Cory Luebke,L
luetglu01,Lucas Luetge,Lucas,Luetge,CIN,P,32030,Lucas Luetge,L
lugose01,Seth Lugo,Seth,Lugo,NYM,P,,,R
lylesjo01,Jordan Lyles,Jordan,Lyles,COL,P,31061,Jordan Lyles,R
lynnla01,Lance Lynn,Lance,Lynn,STL,P,30820,Lance Lynn,R
lyonbr01,Brandon Lyon,Brandon,Lyon,N/A,P,,,R
lyonsty01,Tyler Lyons,Tyler,Lyons,STL,P,32641,Tyler Lyons,L
machije01,Jean Machi,Jean,Machi,N/A,P,29954,Jean Machi,R
madsory01,Ryan Madson,Ryan,Madson,OAK,P,5382,Ryan Madson,R
maedake01,Kenta Maeda,Kenta,Maeda,LAD,P,34892,Kenta Maeda,R
maholpa01,Paul Maholm,Paul,Maholm,N/A,P,6398,Paul Maholm,L
mainejo01,John Maine,John,Maine,N/A,P,,,R
mainesc01,Scott Maine,Scott,Maine,N/A,P,,,L
manaese01,Sean Manaea,Sean,Manaea,OAK,P,33244,Sean Manaea,L
manesse01,Seth Maness,Seth,Maness,N/A,P,32639,Seth Maness,R
mannima01,Matt Manning,Matt,Manning,DET,P,,,R
marcush01,Shaun Marcum,Shaun,Marcum,N/A,P,6427,Shaun Marcum,R
marmoca01,Carlos Marmol,Carlos,Marmol,N/A,P,28486,Carlos Marmol,R
maronni01,Nick Maronde,Nick,Maronde,MIA,P,32138,Nick Maronde,L
marquge01,German Marquez,German,Marquez,COL,P,,,R
marquja01,Jason Marquis,Jason,Marquis,N/A,P,4409,Jason Marquis,R
marshev01,Evan Marshall,Evan,Marshall,ARI,P,32100,Evan Marshall,R
marshse01,Sean Marshall,Sean,Marshall,N/A,P,6489,Sean Marshall,L
martefr01,Francis Martes,Francis,Martes,HOU,P,34965,Francis Martes,R
martelu01,Luis Marte,Luis,Marte,N/A,P,32024,Luis Marte,R
martevi01,Victor Marte,Victor,Marte,N/A,P,30377,Victor Marte,R
martica04,Carlos Martinez,Carlos,Martinez,STL,P,31340,Carlos Martinez,R
martico01,Cody Martin,Cody,Martin,SEA,P,33135,Cody Martin,R
marticr01,Cristhian Martinez,Cristhian,Martinez,N/A,P,30362,Cristhian Martinez,R
martini01,Nick Martinez,Nick,Martinez,TEX,P,33372,Nick Martinez,R
masseni01,Nick Masset,Nick,Masset,N/A,P,28505,Nick Masset,R
masteju01,Justin Masterson,Justin,Masterson,N/A,P,28977,Justin Masterson,R
matsuda01,Daisuke Matsuzaka,Daisuke,Matsuzaka,N/A,P,28631,Daisuke Matsuzaka,R
matthry01,Ryan Mattheus,Ryan,Mattheus,N/A,P,30350,Ryan Mattheus,R
matusbr01,Brian Matusz,Brian,Matusz,N/A,P,29938,Brian Matusz,L
matzety01,Tyler Matzek,Tyler,Matzek,N/A,P,31264,Tyler Matzek,L
matzst01,Steven Matz,Steven,Matz,NYM,P,33106,Steven Matz,L
maurebr01,Brandon Maurer,Brandon,Maurer,SD,P,32595,Brandon Maurer,R
maytr01,Trevor May,Trevor,May,MIN,P,31263,Trevor May,R
mcallza01,Zach McAllister,Zach,McAllister,CLE,P,30546,Zach McAllister,R
mccarbr01,Brandon McCarthy,Brandon,McCarthy,LAD,P,6191,Brandon McCarthy,R
mccleky01,Kyle McClellan,Kyle,McClellan,N/A,P,,,R
mcclemi01,Mike McClendon,Mike,McClendon,N/A,P,,,R
mcculla02,Lance McCullers,Lance,McCullers,HOU,P,32764,Lance McCullers,R
mcdonja03,James McDonald,James,McDonald,N/A,P,29243,James McDonald,R
mcgeeja01,Jake McGee,Jake,McGee,COL,P,28959,Jake McGee,L
mcgowdu01,Dustin McGowan,Dustin,McGowan,MIA,P,5919,Dustin McGowan,R
mchugco01,Collin McHugh,Collin,McHugh,HOU,P,32569,Collin McHugh,R
mckentr01,Triston McKenzie,Triston,McKenzie,CLE,P,,,R
mcpheky01,Kyle McPherson,Kyle,McPherson,N/A,P,31069,Kyle McPherson,R
mechegi01,Gil Meche,Gil,Meche,N/A,P,,,R
medinad01,Adonis Medina,Adonis,Medina,PHI,P,,,R
medinyo01,Yoervis Medina,Yoervis,Medina,N/A,P,31110,Yoervis Medina,R
medlekr01,Kris Medlen,Kris,Medlen,N/A,P,30264,Kris Medlen,R
meekev01,Evan Meek,Evan,Meek,N/A,P,28934,Evan Meek,R
mejiaad01,Adalberto Mejia,Adalberto,Mejia,MIN,P,33198,Adalberto Mejia,L
mejiaje01,Jenrry Mejia,Jenrry,Mejia,N/A,P,30541,Jenry Mejia,R
melanma01,Mark Melancon,Mark,Melancon,SF,P,29446,Mark Melancon,R
mendeyo01,Yohander Mendez,Yohander,Mendez,TEX,P,,,L
mendolu01,Luis Mendoza,Luis,Mendoza,N/A,P,28906,Luis Mendoza,R
mengdda01,Daniel Mengden,Daniel,Mengden,OAK,P,35096,Daniel Mengden,R
meyeral01,Alex Meyer,Alex,Meyer,LAA,P,32173,Alex Meyer,R
mijarjo01,Jose Mijares,Jose,Mijares,N/A,P,29236,Jose Mijares,L
mileywa01,Wade Miley,Wade,Miley,BAL,P,31094,Wade Miley,L
millean01,Andrew Miller,Andrew,Miller,CLE,P,28563,Andrew Miller,L
milleja05,Jared Miller,Jared,Miller,ARI,P,,,L
milleji02,Jim Miller,Jim,Miller,N/A,P,,,R
milleju02,Justin Miller,Justin,Miller,LAA,P,31364,Justin Miller,R
millesh01,Shelby Miller,Shelby,Miller,ARI,P,30738,Shelby Miller,R
millsal02,Alec Mills,Alec,Mills,CHC,P,34863,Alec Mills,R
millsbr02,Brad Mills,Brad,Mills,SEA,P,30201,Brad Mills,L
millwke01,Kevin Millwood,Kevin,Millwood,N/A,P,,,R
milonto01,Tommy Milone,Tommy,Milone,MIL,P,31706,Tommy Milone,L
minormi01,Mike Minor,Mike,Minor,KC,P,30624,Mike Minor,L
miranar01,Ariel Miranda,Ariel,Miranda,SEA,P,35305,Ariel Miranda,L
mitchbr01,Bryan Mitchell,Bryan,Mitchell,NYY,P,31910,Bryan Mitchell,R
mitchdj01,D.J. Mitchell,D.J.,Mitchell,N/A,P,30673,D.J. Mitchell,R
montafr02,Frankie Montas,Frankie,Montas,OAK,P,33249,Frankie Montas,R
montera01,Rafael Montero,Rafael,Montero,NYM,P,32631,Rafael Montero,R
montgjo01,Jordan Montgomery,Jordan,Montgomery,NYY,P,,,L
montgmi01,Michael Montgomery,Michael,Montgomery,CHC,P,31092,Mike Montgomery,L
moorema02,Matt Moore,Matt,Moore,SF,P,31099,Matt Moore,L
moralfr01,Franklin Morales,Franklin,Morales,N/A,P,28675,Franklin Morales,L
morgaad01,Adam Morgan,Adam,Morgan,PHI,P,32636,Adam Morgan,L
morimsh01,Shawn Morimando,Shawn,Morimando,CLE,P,34866,Shawn Morimando,L
morribr01,Bryan Morris,Bryan,Morris,SF,P,30497,Bryan Morris,R
morrobr01,Brandon Morrow,Brandon,Morrow,N/A,P,28734,Brandon Morrow,R
mortoch02,Charlie Morton,Charlie,Morton,HOU,P,29155,Charlie Morton,R
moscogu01,Guillermo Moscoso,Guillermo,Moscoso,N/A,P,,,R
moseldu01,Dustin Moseley,Dustin,Moseley,N/A,P,,,R
motagu01,Guillermo Mota,Guillermo,Mota,N/A,P,,,R
motteja01,Jason Motte,Jason,Motte,COL,P,29256,Jason Motte,R
moylape01,Peter Moylan,Peter,Moylan,N/A,P,6500,Peter Moylan,R
mujiced01,Edward Mujica,Edward,Mujica,DET,P,28501,Edward Mujica,R
musgrjo01,Joe Musgrove,Joe,Musgrove,HOU,P,34848,Joe Musgrove,R
myersbr01,Brett Myers,Brett,Myers,N/A,P,,,R
narvech01,Chris Narveson,Chris,Narveson,N/A,P,,,L
nathajo01,Joe Nathan,Joe,Nathan,WAS,P,4044,Joe Nathan,R
nelsoji02,Jimmy Nelson,Jimmy,Nelson,MIL,P,32738,Jimmy Nelson,R
nerishe01,Hector Neris,Hector,Neris,PHI,P,32377,Hector Neris,R
neshepa01,Pat Neshek,Pat,Neshek,PHI,P,28489,Pat Neshek,R
newcose01,Sean Newcomb,Sean,Newcomb,ATL,P,33856,Sean Newcomb,L
nicasju01,Juan Nicasio,Juan,Nicasio,PIT,P,30511,Juan Nicasio,R
nicolju01,Justin Nicolino,Justin,Nicolino,MIA,P,31708,Justin Nicolino,L
niemaje01,Jeff Niemann,Jeff,Niemann,N/A,P,6243,Jeff Niemann,R
niesejo01,Jon Niese,Jon,Niese,N/A,P,29219,Jonathan Niese,L
noesihe01,Hector Noesi,Hector,Noesi,N/A,P,30502,Hector Noesi,R
nolaaa01,Aaron Nola,Aaron,Nola,PHI,P,33709,Aaron Nola,R
nolasri01,Ricky Nolasco,Ricky,Nolasco,LAA,P,6491,Ricky Nolasco,R
nolinse01,Sean Nolin,Sean,Nolin,MIL,P,32709,Sean Nolin,L
norbejo01,Jordan Norberto,Jordan,Norberto,N/A,P,30406,Jordan Norberto,L
norribu01,Bud Norris,Bud,Norris,N/A,P,30369,Bud Norris,R
norrida01,Daniel Norris,Daniel,Norris,DET,P,33199,Daniel Norris,L
novaiv01,Ivan Nova,Ivan,Nova,PIT,P,30400,Ivan Nova,R
nunovi01,Vidal Nuno,Vidal,Nuno,BAL,P,32706,Vidal Nuno,L
oberhbr01,Brett Oberholtzer,Brett,Oberholtzer,TOR,P,31113,Brett Oberholtzer,L
odayda01,Darren O'Day,Darren,O'Day,BAL,P,29081,Darren O'Day,R
odorija01,Jake Odorizzi,Jake,Odorizzi,TB,P,31654,Jake Odorizzi,R
oflaher01,Eric O'Flaherty,Eric,O'Flaherty,ATL,P,28549,Eric O'Flaherty,L
ogandal01,Alexi Ogando,Alexi,Ogando,ATL,P,30549,Alexi Ogando,R
ohse01,Seung-hwan Oh,Seung-hwan,Oh,STL,P,34893,Seung Hwan Oh,R
okertst01,Steven Okert,Steven,Okert,SF,P,33716,Steven Okert,L
oliveda02,Darren Oliver,Darren,Oliver,N/A,P,2969,Darren Oliver,L
olivele01,Lester Oliveros,Lester,Oliveros,N/A,P,30804,Lester Oliveros,R
ondrulo01,Logan Ondrusek,Logan,Ondrusek,N/A,P,30393,Logan Ondrusek,R
ortizlu02,Luis Ortiz,Luis,Ortiz,MIL,P,,,R
osunaro01,Roberto Osuna,Roberto,Osuna,TOR,P,32693,Roberto Osuna,R
oswalro01,Roy Oswalt,Roy,Oswalt,N/A,P,4575,Roy Oswalt,R
oteroda01,Dan Otero,Dan,Otero,CLE,P,30328,Dan Otero,R
ottavad01,Adam Ottavino,Adam,Ottavino,COL,P,29705,Adam Ottavino,R
outmajo01,Josh Outman,Josh,Outman,N/A,P,29251,Josh Outman,L
overtdi01,Dillon Overton,Dillon,Overton,SEA,P,,,L
oviedju01,Juan Oviedo,Juan,Oviedo,N/A,P,6272,Juan Carlos Oviedo,R
owenshe02,Henry Owens,Henry,Owens,BOS,P,33211,Henry Owens,L
owingmi01,Micah Owings,Micah,Owings,N/A,P,,,R
padilvi01,Vicente Padilla,Vicente,Padilla,N/A,P,,,R
papeljo01,Jonathan Papelbon,Jonathan,Papelbon,N/A,P,6373,Jonathan Papelbon,R
parkeja02,Jarrod Parker,Jarrod,Parker,N/A,P,29806,Jarrod Parker,R
parnebo01,Bobby Parnell,Bobby,Parnell,KC,P,29227,Bobby Parnell,R
parrama01,Manny Parra,Manny,Parra,N/A,P,28827,Manny Parra,L
pattotr01,Troy Patton,Troy,Patton,N/A,P,28686,Troy Patton,L
pauleda01,David Pauley,David,Pauley,N/A,P,,,R
paulida01,David Paulino,David,Paulino,HOU,P,,,R
paulife01,Felipe Paulino,Felipe,Paulino,N/A,P,28871,Felipe Paulino,R
pavanca01,Carl Pavano,Carl,Pavano,N/A,P,,,R
paxtoja01,James Paxton,James,Paxton,SEA,P,31980,James Paxton,L
peacobr01,Brad Peacock,Brad,Peacock,HOU,P,31591,Brad Peacock,R
peavyja01,Jake Peavy,Jake,Peavy,N/A,P,5019,Jake Peavy,R
pelfrmi01,Mike Pelfrey,Mike,Pelfrey,DET,P,28507,Mike Pelfrey,R
pennybr01,Brad Penny,Brad,Penny,N/A,P,4115,Brad Penny,R
peraljo01,Joel Peralta,Joel,Peralta,N/A,P,6287,Joel Peralta,R
peralwi01,Wily Peralta,Wily,Peralta,MIL,P,31140,Wily Peralta,R
perdolu01,Luis Perdomo,Luis,Perdomo,N/A,P,,,R
perdolu02,Luis Perdomo,Luis,Perdomo,SD,P,35970,Luis Perdomo,R
perezch01,Chris Perez,Chris,Perez,N/A,P,29134,Chris Perez,R
perezfr01,Franklin Perez,Franklin,Perez,HOU,P,,,R
perezlu01,Luis Perez,Luis,Perez,N/A,P,30083,Luis Perez,L
perezma02,Martin Perez,Martin,Perez,TEX,P,31098,Martin Perez,L
perezol01,Oliver Perez,Oliver,Perez,WAS,P,5192,Oliver Perez,L
perezwi01,Williams Perez,Williams,Perez,CHC,P,33650,Williams Perez,R
perkigl01,Glen Perkins,Glen,Perkins,MIN,P,6482,Glen Perkins,L
pestavi01,Vinnie Pestano,Vinnie,Pestano,N/A,P,30964,Vinnie Pestano,R
peterdi01,Dillon Peters,Dillon,Peters,MIA,P,,,L
petityu01,Yusmeiro Petit,Yusmeiro,Petit,LAA,P,6470,Yusmeiro Petit,R
petrija01,Jake Petricka,Jake,Petricka,CHW,P,31842,Jake Petricka,R
pettian01,Andy Pettitte,Andy,Pettitte,N/A,P,3171,Andy Pettitte,L
pettijo01,Jonathan Pettibone,Jonathan,Pettibone,N/A,P,31849,Jonathan Pettibone,R
phelpda01,David Phelps,David,Phelps,MIA,P,31124,David Phelps,R
pinedmi01,Michael Pineda,Michael,Pineda,NYY,P,30937,Michael Pineda,R
pineijo01,Joel Pineiro,Joel,Pineiro,N/A,P,,,R
pintri01,Riley Pint,Riley,Pint,COL,P,,,R
pomerdr01,Drew Pomeranz,Drew,Pomeranz,BOS,P,31010,Drew Pomeranz,L
pomerst01,Stuart Pomeranz,Stuart,Pomeranz,N/A,P,,,R
porceri01,Rick Porcello,Rick,Porcello,BOS,P,29966,Rick Porcello,R
poundbr01,Brooks Pounders,Brooks,Pounders,LAA,P,34902,Brooks Pounders,R
pressry01,Ryan Pressly,Ryan,Pressly,MIN,P,33072,Ryan Pressly,R
priceda01,David Price,David,Price,BOS,P,28958,David Price,L
pryorst01,Stephen Pryor,Stephen,Pryor,N/A,P,31922,Stephen Pryor,R
pukaj01,A.J. Puk,A.J.,Puk,OAK,P,,,L
putnaza01,Zach Putnam,Zach,Putnam,CHW,P,30483,Zach Putnam,R
putzjj01,J.J. Putz,J.J.,Putz,N/A,P,5640,J.J. Putz,R
quackke01,Kevin Quackenbush,Kevin,Quackenbush,SD,P,32396,Kevin Quackenbush,R
quallch01,Chad Qualls,Chad,Qualls,COL,P,6034,Chad Qualls,R
quantca01,Cal Quantrill,Cal,Quantrill,SD,P,,,R
quintjo01,Jose Quintana,Jose,Quintana,CHW,P,32106,Jose Quintana,L
ramirel02,Elvin Ramirez,Elvin,Ramirez,N/A,P,31121,Elvin Ramirez,R
ramirer02,Erasmo Ramirez,Erasmo,Ramirez,TB,P,31983,Erasmo Ramirez,R
ramirjc01,J.C. Ramirez,J.C.,Ramirez,LAA,P,,,R
ramirne01,Neil Ramirez,Neil,Ramirez,SF,P,29942,Neil Ramirez,R
ramirra02,Ramon Ramirez,Ramon,Ramirez,N/A,P,,,R
ramosaj01,A.J. Ramos,A.J.,Ramos,MIA,P,32104,A.J. Ramos,R
ramosce01,Cesar Ramos,Cesar,Ramos,PHI,P,29734,Cesar Ramos,L
ramosed02,Edubray Ramos,Edubray,Ramos,PHI,P,,,R
rapadcl01,Clay Rapada,Clay,Rapada,N/A,P,28807,Clay Rapada,L
rasmuco02,Cory Rasmus,Cory,Rasmus,N/A,P,31984,Cory Rasmus,R
rauchjo01,Jon Rauch,Jon,Rauch,N/A,P,4572,Jon Rauch,R
ravenad01,Adam Ravenelle,Adam,Ravenelle,DET,P,,,R
ravinjo01,Josh Ravin,Josh,Ravin,LAD,P,,,R
rayro02,Robbie Ray,Robbie,Ray,ARI,P,32175,Robbie Ray,L
reaco01,Colin Rea,Colin,Rea,SD,P,33950,Colin Rea,R
redmoto01,Todd Redmond,Todd,Redmond,N/A,P,30082,Todd Redmond,R
reedad01,Addison Reed,Addison,Reed,NYM,P,31493,Addison Reed,R
reedco01,Cody Reed,Cody,Reed,CIN,P,34884,Cody Reed,L
reidfse01,Sean Reid-Foley,Sean,Reid-Foley,TOR,P,,,R
resopch01,Chris Resop,Chris,Resop,N/A,P,,,R
reyesal01,Alex Reyes,Alex,Reyes,STL,P,33213,Alex Reyes,R
reynoma02,Matt Reynolds,Matt,Reynolds,SF,P,30604,Matt Reynolds,L
rhodear01,Arthur Rhodes,Arthur,Rhodes,N/A,P,2578,Arthur Rhodes,L
richacl01,Clayton Richard,Clayton,Richard,SD,P,29195,Clayton Richard,L
richaga01,Garrett Richards,Garrett,Richards,LAA,P,30892,Garrett Richards,R
richmsc01,Scott Richmond,Scott,Richmond,N/A,P,,,R
rienzan01,Andre Rienzo,Andre,Rienzo,SD,P,31935,Andre Rienzo,R
riverfe01,Felipe Rivero,Felipe,Rivero,PIT,P,32562,Felipe Rivero,L
riverma01,Mariano Rivera,Mariano,Rivera,N/A,P,3240,Mariano Rivera,R
roarkta01,Tanner Roark,Tanner,Roark,WAS,P,31593,Tanner Roark,R
roberda08,David Robertson,David,Robertson,CHW,P,29172,David Robertson,R
roberty01,Tyler Robertson,Tyler,Robertson,N/A,P,31937,Tyler Robertson,L
robleha01,Hansel Robles,Hansel,Robles,NYM,P,32666,Hansel Robles,R
rodgebr02,Brendan Rodgers,Brendan,Rodgers,COL,P,35073,Brendan Rodgers,R
rodnefe01,Fernando Rodney,Fernando,Rodney,ARI,P,5111,Fernando Rodney,R
rodonca01,Carlos Rodon,Carlos,Rodon,CHW,P,33696,Carlos Rodon,L
rodrian01,Aneury Rodriguez,Aneury,Rodriguez,N/A,P,30987,Aneury Rodriguez,R
rodried05,Eduardo Rodriguez,Eduardo,Rodriguez,BOS,P,32675,Eduardo Rodriguez,L
rodrife02,Fernando Rodriguez,Fernando,Rodriguez,CHC,P,29326,Fernando Rodriguez,R
rodrifr03,Francisco Rodriguez,Francisco,Rodriguez,DET,P,5357,Francisco Rodriguez,R
rodrihe03,Henry Rodriguez,Henry,Rodriguez,N/A,P,31331,Henry Rodriguez,R
rodrist02,Paco Rodriguez,Paco,Rodriguez,N/A,P,32579,Paco Rodriguez,L
rodriwa01,Wandy Rodriguez,Wandy,Rodriguez,N/A,P,6286,Wandy Rodriguez,L
rogeres01,Esmil Rogers,Esmil,Rogers,N/A,P,30008,Esmil Rogers,R
rogerma01,Mark Rogers,Mark,Rogers,N/A,P,30064,Mark Rogers,R
rogerta01,Taylor Rogers,Taylor,Rogers,MIN,P,33671,Taylor Rogers,L
romerri01,Ricky Romero,Ricky,Romero,N/A,P,30025,Ricky Romero,L
romose01,Sergio Romo,Sergio,Romo,LAD,P,29168,Sergio Romo,R
rondobr01,Bruce Rondon,Bruce,Rondon,DET,P,31943,Bruce Rondon,R
rondohe01,Hector Rondon,Hector,Rondon,CHC,P,30089,Hector Rondon,R
rosajo01,Jorge de la Rosa,Jorge,de la Rosa,ARI,P,5906,Jorge De La Rosa,L
rosenda01,Daniel Rosenbaum,Daniel,Rosenbaum,N/A,P,31711,Danny Rosenbaum,L
rosentr01,Trevor Rosenthal,Trevor,Rosenthal,STL,P,31945,Trevor Rosenthal,R
rossjo01,Joe Ross,Joe,Ross,WAS,P,32684,Joe Ross,R
rossro01,Robbie Ross,Robbie,Ross,BOS,P,32051,Robbie Ross,L
rossty01,Tyson Ross,Tyson,Ross,TEX,P,30099,Tyson Ross,R
rowlary01,Ryan Rowland-Smith,Ryan,Rowland-Smith,N/A,P,6183,Ryan Rowland-Smith,L
runzlda01,Dan Runzler,Dan,Runzler,N/A,P,,,L
rusinch01,Chris Rusin,Chris,Rusin,COL,P,31987,Chris Rusin,L
russeja02,James Russell,James,Russell,N/A,P,30592,James Russell,L
ryuhy01,Hyun-Jin Ryu,Hyun-Jin,Ryu,LAD,P,32582,Hyun-Jin Ryu,L
rzepcma01,Marc Rzepczynski,Marc,Rzepczynski,SEA,P,30366,Marc Rzepczynski,L
sabatc.01,CC Sabathia,CC,Sabathia,NYY,P,4553,CC Sabathia,L
saitota01,Takashi Saito,Takashi,Saito,N/A,P,6498,Takashi Saito,R
